text,relation
Raf-1 binds to ASK1 inhibiting its kinase activity and apoptosis .  Raf-1 catalytic activity was not required for the control of ASK1 as a kinase dead Raf 1 mutant inhibited ASK1 as potent as wildtype Raf-1 .,0
"In contrast , knockdown of HtrA2 and Omi restored down regulated p130Cas phosphorylation induced by oncogenic Ras and diminished the cleavage of beta-actin .  The HtrA2 and Omi inhibitor Ucf-101 also diminished the cleavage of beta-actin and increased phosphorylation of p130Cas in Ras transformed cells .",0
"To determine if the reduced response to regulators is due to a change in binding affinity for mUbRas , we first measured the extent to which monoubiquitination disrupts the interaction between Ras and Sos cat  .  Results from these analyses indicated that the binding affinity between mUbRas and Sos cat  is 8.3 + /- 0.9 muM , which is half the observed binding affinity between Ras and Sos cat  ( 4.2 + /- 0.4 muM ) , consistent with the small reduction in the rate of GDP dissociation observed .",0
"Overexpression of Sprouty2 ( Spry2 ) wt or Spry2 P59A P304A double mutant ( unable to bind Grb2 ) block cyP and FGF elicited ERK phosphorylation but not Ras activation , probably due to an effect on Raf signaling .  However , Spry2 Y55F mutant does not inhibit cyP and FGF induced ERK pathway activation , although treatment with PGA 1  was unable to promote tyrosine phosphorylation of Spry2 ; in sharp contrast , RTK activation ( mainly EGFR ) provokes tyrosine phosphorylation of Spry2 ( at Y55 residue ) increasing its binding affinity to the SH2 domain of c-Cbl , which leads to Spry2 ubiquitination .",0
"UHRF1 binds directly to Tip60 through its SRA ( Set and RING associated ) and RING ( really interesting new gene ) domains , and in so doing markedly inhibits Tip60 and p53 complex formation .  As a consequence , UHRF1 reduced the expression of p53 target genes , such as p21 , which depend on p53-Tip60 binding at the promoter rather than p53 K120 acetylation .",0
"Inside the cells , NF-kappaB is normally bound to the inhibitory protein Ikappa-Balpha in the cytoplasm .  ROS activate NF-kappaB by rapid phosphorylation , ubiquitination , and subsequent proteasomal degradation of the inhibitory protein Ikappa-Balpha .",1
"The NGF and TrkA complex is then retrogradely transported to the sympathetic neuron cell bodies and promotes neuronal growth .  Importantly , the binding of NGF to TrkA also inhibits neuronal apoptosis .",0
"Thus , these inhibitors selectively impair pathway function downstream of Ras and upstream of or at the level of Raf , consistent with disruption of the Ras and Raf interaction .  Our biochemical analyses of MCP110 mediated disruption of Ras-Raf interactions in mammalian cells showed that MCP110 dose-dependently reduced Raf-RBD pulldown of Ras , displaced a fluorescently tagged Raf-RBD probe from plasma membrane locations of active Ras to the cytosol and other compartments , and decreased active , phosphorylated ERK1 and 2 .",0
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .  Given that it is presently unclear whether MCP110 binds to Ras , to Raf-RBD or both , it would also be of interest to evaluate the ability of MCP110 to disrupt the interaction of the RBDs of other GTPases and their effectors .",0
Two transcription factors Egr-1 and Sp bind to EGFR gene promoter and accelerate EGFR mRNA transcription .  Whereas curcumin attenuates Egr-1 and Sp binding and inhibites EGFR mRNA expressions .,0
"The negative regulators include GTPase activating proteins ( Ras-GAPs ) , which enhance the intrinsic Ras-GTPase activity and elicit rapid hydrolysis of bound GTP .  The positive regulators correspond to the guanine nucleotide exchange factors ( Ras-GEFs ) that stimulate release of bound GDP in exchange for GTP , so the active Ras and GTP complex accumulates in response to upstream stimuli .",0
"When the cells enter the S phase , cyclin A binds to CDK2 and promotes the phosphorylation of many proteins involved in DNA synthesis .  Prophase is then initiated after cyclin A binds to CDK1 .",1
"The PI3KC2beta and Ras complex may then translocate to distal sites such as early endosomes ( EE ) where ITSN1 then binds to PI3KC2beta leading to the release of nucleotide-free Ras and activation of the lipid kinase activity of PI3KC2beta .  In addition , once released from the ITSN1 and PI3KC2beta complex , Ras binds GTP resulting in Ras activation and recruitment of effectors , e.g. , Raf , Class I PI3Ks , etc. .",0
"The methyltransferase Set7 and 9 interacts with and methylates SIRT1 at Lys233 , Lys235 , Lys236 , and Lys238 of the N-terminal extension .  Although it is unclear whether methylation affects directly SIRT1 deacetylase activity , the interaction of Set7 and 9 with SIRT1 disrupts the binding of SIRT1 with p53 .",0
"Wild-type Aurora-A activates RalA                    and phosphorylates RalA at serine194 to promote cellular transformation and migration .  To reveal the role of RalA phosphorylation at ser194 in Aurora-A induced RalA activation in WT cells , the mutants RalAS183A or RalAS194A were transiently transfected into WT cells and the RalA activity was evaluated .",0
"Similar to Raf-1 , A-Raf kinase activity is not required as kinase-dead A Raf mutants also can inhibit MST2 activation .  However , while Raf-1 binding to MST2 is induced by stress and reduced by mitogens , A-Raf binds to MST2 constitutively and seems to promote the survival of cancer cells by restraining MST2 mediated apoptosis .",0
"p53 reactivation upregulates p21 expression , a CDK inhibitor .  p21 binds and inactivates Cyclin B and CDK2 and causes G2 and M cell cycle arrest in response to PIs .",1
"JNK interacts with SIRT1 upon oxidative stress , phosphorylates SIRT1 at Ser27 , Ser47 , and Thr530 , thereby enhancing its nuclear localization ( Nasrin et al. ,     ) .  Furthermore these phosphorylations increase the enzymatic activity of SIRT1 in a substrate specific manner with histone H3 , but not p53 , becoming a better substrate .",1
"Both BNIP3 and NIX also interact with Rheb , a small GTPase that acts positively upstream of mTOR to promote cell growth .  Rheb interacts with BNIP3 in a manner dependent on the transmembrane domain of BNIP3 consistent with Rheb only interacting with BNIP3 dimers at the OMM            .",0
"In contrast , survivin binds to Smac and DIABLO and inhibits its pro-apoptotic functions through releasing of XIAP from the Smac/DIABLO/XIAP complex to inhibit various caspases .  In theory , C84A mutation in the extreme C-terminal region of the BIR domain can disrupt the Zn 2+  coordination sphere and subsequently inhibit the interactions between survivin and Smac and DIA-BLO .",0
"Both NleH1 and NleH2 are also capable of binding RPS3 independent of their kinase activity .  Binding of EHEC NleH1 to RPS3 inhibits RPS3 phosphorylation by IKKbeta , which sequesters RPS3 in the cytoplasm and prevents its nuclear translocation , thereby disrupting transcriptional up regulation of RPS3 dependent genes .",0
The TSC1 and TSC2 complex can negatively regulate proliferation through mTORC1 inhibition and GSK-3beta activation .  GSK-3 can also interact with TSC1 and TSC2 by phosphorylating TSC2 and activating it .,1
"Similarly with IKKalpha and beta , RSK2 phosphorylates IkappaBalpha at serine 32 in vitro and ex vivo .  RSK2 mediated IkappaBalpha phosphorylation promotes the ubiquitination of IkappaBalpha , resulting in induction of p65 and p50 nuclear localization , NF-kappaB DNA binding , and transcriptional activity .",0
"The regulation of p53 acetylation by MOF and MOZ has not been as well studied as that for p300 and CBP , PCAF and Tip60 .  MOF is positively regulated toward p53 thru its interaction with MSL1v1 , which stabilizes the MOF and p53 complex and facilitates p53-K120 acetylation  .",2
"Under amino acid starvation conditions and shutdown of mTOR signaling , ULK1 can phosphorylate Beclin 1 at Ser14 , resulting in a higher PI3K and III complex activity .  Finally , it would be of interest to elucidate , if also the Lys63 linked polyubquitination of Beclin 1 by TRAF6 observed in macrophages  requires Ambra 1 as adaptor protein and if this ubiquitination is preceded by the mentioned ULK1 mediated phosphorylation of both Beclin 1 and Ambra 1 .",0
"IGF2 stimulation induced p70 phosphorylation in HepG2 and Hep3B cells , but did not further increase phospho-p70 levels above the already high baseline expression in Huh7 .  Importantly , salirasib abrogated p70 phosphorylation whether induced by EGF or IGF2 in HepG2 and Hep3B cells and completely suppressed baseline phospho-p70 expression in IGF2 stimulated Huh7 cells .",0
"PAK phosphorylates two mediators of the MAP kinase pathway , MEK1 and Raf1 , at Ser298 and at Ser338 , respectively .  ,      -      While phosphorylation of these sites by PAK is not sufficient to activate Raf1 or MEK1 , it significantly facilitates the activation of these kinases by their upstream activators Ras and Raf1 , respectively .",0
We next determined whether the BBR induced inhibition of tumor cell proliferation and COX-2 expression is mediated by inhibition of the binding of NF-kappaB to COX-2 promoter in A549 cells .  Streptavidin-agarose pull-down assay showed that BBR at the dose of 100 microM markedly inhibited NF-kappaB p50 and p65 binding to COX-2 promoter probe as compared with the control group (          .,0
Knock-down of HSP90 or pharmacologic inhibition with 17-allylamino-17-demethoxygeldanamycin ( 17-AAG ) resulted in a release of Hsp90 from mutant p53 bound to MDM2 allowing ubiquitination and degradation .  Thus HSP90 inhibition theoretically might help reverse the mutant p53 gain-of-function phenotype ( GOF ) attributed to mutant p53 .,0
"We then examined whether oncogenic Ras induces the activation of HtrA2 and Omi in a p53 dependent manner .  Oncogenic Ras increased phosphorylation of HtrA2 and Omi at Ser 142 in NIH3T3 cells but not in p53 -/ -  MEFs (        , top ) .",0
"In the G2 and M phase transition , it is well-known that CDC2 and cyclinB1 complex is the major regulator .  Dephosphorylation and binding to cyclinB1 of CDC2 play essential roles in the activation of cyclinB1 and CDC2 complex .",0
The TSC1 and TSC2 complex can negatively-regulate proliferation through mTORC1 inhibition and GSK-3beta activation .  GSK-3 can also interact with TSC1 and TSC2 by phosphorylating TSC2 and activating it .,1
"Specifically , CAV1 depletion increased basal and starvation induced levels of ATG12-ATG5 and autophagy .  Biochemical analysis revealed that CAV1 interacted with ATG5 , ATG12 , and the active ATG12 and ATG5 complex to suppress autophagy in lung epithelial cells , thereby providing new insights as to how CAV1 modulates autophagy in this model .",0
"Thus , we hypothesized that ERK kinase promotes FBW7 ubiquitination in a Pin1 dependent manner .  Indeed , depletion of endogenous Pin1 by siRNA drastically reversed the ERK promoted poly-ubiquitination of FBW7 .",0
"However , it is not clear whether Smad2 can also enhance the transcriptional activity of p53 .  In our study , since blockade of autocrine TGF-beta signaling with DNRII expression or RIKI treatment did not significantly change total p53 levels without or with mitomycin C treatment , the reduced p53 binding to its target gene promoters in DNRII expressing cells was likely due to the inhibition of p53 activity or the blockade of p53 binding to its cis element on its target gene promoters by chromatin remodeling .",0
"We found that BBR inhibited COX-2 expression not only at protein level but also at mRNA level , suggesting that BBR could exert antitumor effect partially through suppression of COX-2 signaling .  We also found that the inhibition of COX-2 expression by treatment of BBR is partially mediated by stimulating NF-kappaB translocation from nuclear to cytosol and by inhibiting the binding of NF-kappaB to COX-2 promoter .",0
"Group I PAKs are downstream targets of Merlin .  Merlin associates with inactive PAK and prevents its activation , perhaps by competing with Rac .",0
"Conversely , shRNA mediated knockdown of Pak1 abrogated the physical interactions between Myc-Mdm2 and PGAM-FLAG .  Based on these results , we concluded that the physical interaction between PGAM and Mdm2 is facilitated by Pak1 dependent phosphorylation after DNA damage .",0
"Bim is sequestered by dynein cytoskeletal complexes when cells are attached to ECM .  Cell detachment induces release of Bim from these complexes and causes its translocation to the mitochondria , where it interacts with Bcl-xL , neutralizing its prosurvival function .",1
"GTP bound K-RAS activates various signaling cascades , including the canonical Raf-MEK-ERK ( MAPK ) and PI3K-Akt-mTOR pathways , to regulate cellular processes such as proliferation and survival .  Mutations in K-RAS are most frequently found at codons 12 and 13 and compromise GTP hydrolysis stimulated by GTPase activating proteins ( GAPs ) , resulting in hyperactive K-RAS and uncontrolled proliferation .",0
"It has previously been shown that p53 ( TP53 ) interacts with Htt in vitro and in vivo     .  Furthermore , p53 is elevated in HD brain and in mouse models of the disease , mutant Htt upregulates p53 transcriptional activity , and inhibition of p53 prevents cytotoxicity in HD cells     .",0
"Previous studies on IL-7 signaling in mouse naive T cells and IL-7-dependent T-cell clones indicated that IL-7 is connected to the JAK1 and 3-STAT 5 and PI3K and AKT cell signaling pathways , and that IL-7-induced PI3K and AKT activation was implicated in cell survival mainly through the phosphorylation and inactivation of the Bcl-2 proapoptotic protein BAD and through glucose uptake , which is necessary to maintain T-cell viability .  IL-7 protected human CD4 effector and memory T cells from apoptosis induced through the absence of stimulation and cytokines , and IL-7 upregulated Bcl-2 , Bcl-xL and Mcl-1 , and induced activation of the JAK and STAT signaling pathway for cell survival and up regulation of Bcl-2 proteins .",0
"RSK2 deficient human CLS cells are abolished the histone H3 phosphorylation at serine 10 by EGF stimulation , and re-introduction of the wild-type RSK2 to RSK2 deficient CLS patient cells restores EGF induced histone H3 phosphorylation at serine 10 .  Similar result is obtained by Cho and his colleagues that RSK2 -/ -  MEFs mimics histone H3 phosphorylation at serine 10 induced by EGF stimulation , and p53 tumor suppressor protein is involved as an intermediary protein in RSK2 mediated histone H3 phosphorylation at serine 10 when the cells are stimulated with EGF or UV .",0
"The MAPK pathway can also be stimulated by phosphorylation of RAF by RAS , which in turn phosphorylates and activates MAPK kinases 1 and 2 ( MEK1 and MEK2 ) , which then phosphorylate and activate ERK1 and ERK2 .  Activated ERK1 and 2 phosphorylates numerous transcription factors that control gene expression such as ELK1 , FOS , and c-JUN .",1
"Indeed , depletion of endogenous Pin1 by siRNA drastically reversed the ERK promoted poly-ubiquitination of FBW7 .  Together , these data strongly suggest that ERK kinase promotes FBW7 ubiquitination in a T205 phosphorylation- and Pin1 dependent manner .",0
"AKT can interact with PIP3 , followed by a phosphorylation of AKT at Threonin308 by phosphoinosite dependent protein kinase-1 ( PDK1 ) .  To develop its full activity , AKT is phosphorylated at a second amino acid , Serine 473 , by the mammalian target of rapamycin complex 2 ( mTORC2 ) .",1
"EGF triggered both Akt and ERK                     phosphorylation in HCT116 cells and induced ERK activation in SW480 cells , indicating that KRAS                     mutation does n't fully take over the ligand mediated ERK activation and                     also impling the significance of EGFR in KRAS mutant cells .  Moreover ,                     pretreatment with HDAC inhibitors , TSA and SAHA , disrupted the EGF stimulated                     ERK and Akt phosphorylation in HCT116 cells and ERK phosphorylation in SW480                     cells .",0
"KSR1 is able to bind all three kinases of the MAPK pathway : it associates constitutively with MEK , but interaction with C-Raf and ERK1 and 2 occurs only upon growth factor stimulation .  Thus , upon Ras activation KSR brings MEK to the plasma membrane in close proximity to the Raf kinase .",0
"Although the mechanism is not clear , p53 , possibly by repressing JAK expression or increasing tyrosine phosphatase activity , prevents STAT-3 phosphorylation and subsequently affects its DNA binding capacity   .  As a result , this may act as a pro-apoptotic signal , since STAT-3 is able to increase the expression of anti-apoptotic Bcl-2 and Bcl-xl , the same proteins that are repressed by active STAT-1             .",0
"XAF1 binds to XIAP and subsequently activates XIAP 's ubiquitin protein isopeptide ligase ( E3 ) activity to catalyze survivin ubiquitination .  Activation of HER2 and ERK was shown to reduce the formation of the XIAP and XAF1 complex , which catalyses ubiquitin dependent degradation of survivin , leading to an increase in survivin protein stability .",1
"Thus , we hypothesized that ERK kinase promotes FBW7 ubiquitination in a Pin1 dependent manner .  Indeed , depletion of endogenous Pin1 by siRNA drastically reversed the ERK promoted poly-ubiquitination of FBW7 .",0
"In response to ICL , the FA pathway activates the FA core E3 ubiquitin ligase complex , which in turn leads to monoubiquitination of FANCI and FANCD2 .  Monoubiquitinated FANCI and FANCD2 complex is recruited to DNA damage sites and helps endonucleases to cut both sides of ICL to generate DNA strand breaks , and promotes TLS , NER and Rad51 medated HR .",0
We show here that ASPP1 and ASPP2 bind active RAS via their N-termini .  ASPP2 potentiates RAS signalling and activates RAS at the cellular membrane .,0
"Conversely , we found that blocking PKC with Go6983 in HAECs had no effect on VEGF mediated Akt and eNOS phosphorylation ( data not shown ) .  In contrast , inhibition of PI3K with the specific inhibitor LY 294002 prevented VEGF induced Akt and eNOS phosphorylation as well as EC migration mediated by not only WT but also H-Ras PalM (      , A and C ) , demonstrating the importance of PI3K/Akt/eNOS signaling downstream of endomembrane H-Ras .",0
"To further determine if interaction between Ras and Gal-3 affects Ras activity , we examined the effects of manipulating Gal-3 expression on Ras activity .  As shown in          , down regulation of Gal-3 in Panc-1 and MPan96 cells ( A3 ) decreased Ras activity using the Ras-GTP assay , while overexpression of Gal3 in BXPC-3 cells increased Ras GTP activity .",1
"Acetylation of p53 by Tip60 at Lysine120 residues protects it from ubiquitination by its specific repressor mouse double minute-2 ( Mdm-2 ) oncoprotein .  Mdm-2 protein can inhibit p53 by regulating its stability , cellular localization , and transactivation .",0
"For example , phosphorylation of PGAM by p21 ( Cdc42 and Rac1 ) - activated kinase1 ( Pak1 ) results in loss of activity , but the precise mechanism and relevance remains unknown .  Here we show that during oncogene induced senescence or other forms of stress induced senescence ( SIS ) , Pak1 mediated phosphorylation of PGAM provokes its ubiquitination and turnover .",0
"GTP bound Ras interacts with and translocates the serine and threonine protein kinase Raf to the plasma membrane , where Raf becomes activated .  Activated Raf phosphorylates and activates the dual specificity mitogen activated protein kinase ( MAPK ) MEK , which in turn stimulates the ERK subset of MAPKs : extracellular related kinase ( ERK ) 1 and ERK2 .",1
"Hypoxia consistently increased the levels of activated , GTP bound K-ras in colon cancer cell lines with a wild-type KRAS gene , and this depended upon the activation of c-Src .  Inhibition of c-Src by PP2 treatment or siRNA knockdown blocked the hypoxic activation of K-ras .",0
Direct control of p53 signaling by Tip60 occurs through both K120 acetylation dependent and -independent mechanisms .  K120 acetylation of p53 by Tip60 is associated with the selective induction of apoptosis rather than cell cycle arrest .,0
"pVHL also mediates the polyubiquitination of the atypical PKCs , PKClambda , and PKCzetaII ( Okuda et al. ,     ; Iturrioz and Parker ,     ) .  PKCzetaII interacts with Par6 , which plays a critical role in the development of tight junction structures and apico-basal polarization .",0
"It was also shown that trichostatin A ( TSA ) causes marked phosphorylation of Sp1 at Ser 641 by PKCzeta in JAR and MCF-7 cells , indicating that phosphorylation of Sp1 by phosphatidylinositol 3-kinase ( PI3K ) / PKCzeta is critical for TSA activated lutropin and choriogonadotropin receptor ( LHR ) gene expression .  It was also reported that p42 and p44 mitogen activated protein kinase ( MAPK ) directly phosphorylates Sp1 at Thr453 and Thr739 in vitro and in vivo , and mutation of these sites to alanine decreases Sp1 transcriptional activity .",0
"Upon SFK mediated tyrosine phosphorylation of CDCP1 , PKCdelta forms a complex with CDCP1 and SFKs , is phosphorylated by SFKs and activated , leading to anoikis resistance .  Interestingly , CDCP1 phosphorylation by SFKs further activates SFKs and enhances metastasis in melanoma , indicating a "" feed-forward loop "" to maintain elevated activity of SFKs during tumor progression although the cause of the initial activation of SFKs is not clear .",1
"It was also shown that trichostatin A ( TSA ) causes marked phosphorylation of Sp1 at Ser 641 by PKCzeta in JAR and MCF-7 cells , indicating that phosphorylation of Sp1 by phosphatidylinositol 3-kinase ( PI3K ) / PKCzeta is critical for TSA activated lutropin and choriogonadotropin receptor ( LHR ) gene expression .  It was also reported that p42 and p44 mitogen activated protein kinase ( MAPK ) directly phosphorylates Sp1 at Thr453 and Thr739 in vitro and in vivo , and mutation of these sites to alanine decreases Sp1 transcriptional activity .",0
"SOCS1 has also been shown to interact with other activated kinase domains such as those from TEC , KIT , FLT3 , CSF-1 receptor ( C-FMS ) , and PDGF receptor , likely through its SH2 domain .  It also binds to the signalling molecules VAV , GRB2 , P85 , NcK , ITK , and FGH through interaction of their SH3 domains with proline motifs in the N-terminal domain of SOCS1 .  While the binding of SOCS1 to JAKs and TEC leads to inhibition of their kinase activity , this does not occur upon the binding of SOCS1 to activated KIT receptors despite that SOCS1 inhibits the proliferative stimulation of haematopoietic and fibroblast cells mediated by this receptor .",0
"Accordingly , it can be postulated that the oxidant , via targeting Ras Cys 51 , interferes with the wt Ras Cdc25 binding interaction and consequently restricts the catalytic action of Cdc25 on wt Ras .  Furthermore , given the similarity of the value of the K D  of the oxidant for the wt Ras and Cdc25 complex and that of the  app K I  of the oxidant for the ternary complex , the perturbation of the wt Ras Cdc25 binding interaction is likely the main factor that determines the oxidant mediated inhibition of the catalytic action of Cdc25 on wt Ras .",0
"Sos1 is a dual GEF for Ras and interacts with the adaptor protein Grb2 .  ,   ,    The Grb2 and Sos1 complex is recruited to phosphotyrosine residues of ligand activated RTKs through the SH2 domain of Grb2 .",0
"Treatment of PC3 cells with sorafenib inhibited Src and AKT phosphorylation , correlating with an increase in Bim expression .  The mechanism by which sorafenib inhibits Src and AKT is elusive .",0
"Therefore , Blandino 's group described the PML tumor suppressor protein as a mediator of the YAP and p73 complex ( Strano et al. ,     ) .  Furthermore , they demonstrated that PML was a direct transcriptional target of p73 and YAP , showing that PML transcriptional activation by p73 and YAP is under the negative control of the proto-oncogenic Akt and PKB kinase           .",1
"In addition , we demonstrate here that of two previously uncharacterized MCP110 analogs , MCP116 , but not MCP146 , also inhibits Ras and LET -60 signaling and displays specificity comparable to MCP110 .  Finally , for the first time we show evidence in mammalian cells that MCP110 disrupts not only signaling from Ras to ERK but also the physical interaction between Ras and Raf , and have narrowed the interface on Raf to the Ras binding domain .",0
"While both cyclin E and CDK2 and cyclin D and CDK4 complexes are able to phosphorylate Rb , it is suspected that cyclin D and CDK4 is primarily responsible .  In double-knockouts of CDK 2 and 4 , using mouse embryo fibroblasts ( MEFs ) , a steady loss in Rb phosphorylation was duly seen , resulting in decreased E2F target transcription , including that of CDK1 ( which can be an upstream inhibitor of Rb )   .",0
"mTOR inhibitors initially demonstrated promise , as PTEN is often deleted in various tumors ; however , it has been determined that the mTOR pathway has a complicated feedback loop that actually involves suppression of Akt ; hence mTOR inhibitors would potentially activate Akt in some cells .  When mTORC1 is suppressed by rapamycin , there is increased mTORC2 activity which is the elusive PDK2 that serves to phosphorylate and activate Akt .",0
"While PAK phosphorylates and inhibits Merlin , there is also an important inhibitory feedback mechanism from Merlin to PAK .  Group I PAKs are downstream targets of Merlin .",1
"Dmp1 ( cyclin D binding myb like protein 1 ; Dmtf1 )   ,   ,   -    is unique in that it directly binds and activates the Arf promoter and induces cell cycle arrest in an Arf dependent fashion .  The Dmp1 promoter is also activated by HER2 overexpression .",0
"RASSF2 binds directly to K-Ras in a GTP dependent manner via the RA domain , however , only weakly interacts with H-Ras      .  Two-hybrid screens have found that RASSF2 also interacts and associates with NORE1 , MST1 and RASSF3          .",0
"Among them , we found that a PLC inhibitor U73122 suppressed EGF induced ERK activation and phosphorylation to ca. 50 % of the control .  Because a PKC inhibitor Go6983 did not inhibit EGF induced ERK activation , we speculated that a PLC mediated increase in Ca 2+  influx enhanced the Ras mediated ERK activation in a PKC independent manner .",0
"Both ERalpha and ERbeta activated estrogen response element ( ERE ) in response to estrogen and are inhibited with anti-estrogen .  Estrogen binds to ER that lead to series of sequential events , finally binding to ERE present in the promoters of various target genes   resulting in cell proliferation .",0
"XAF1 binds to XIAP and subsequently activates XIAP 's ubiquitin protein isopeptide ligase ( E3 ) activity to catalyze survivin ubiquitination .  Activation of HER2 and ERK was shown to reduce the formation of the XIAP and XAF1 complex , which catalyses ubiquitin dependent degradation of survivin , leading to an increase in survivin protein stability .",0
"The second step is the binding of the cellularly abundant GTP to the wt Ras complexed with Cdc25 ; this binding expels the bound Cdc25 from wt Ras to produce GTP bound wt Ras .  Given that an oxidant inhibits the catalytic action of Cdc25 on wt Ras that is an enhancement of the wt Ras bound GDP , the oxidant evidently targets the ternary complex           .",0
"( I ) C-terminal acetylation of p53 by p300 and CBP and PCAF promotes an open conformation of p53 by preventing the occlusion of the DNA binding domain by the C-terminal tail .  This enhances p53 transcriptional activity , leading to growth arrest and and or apoptosis ; ( II ) Interactions of MYST HATs with the central domain of p53 containing K120 .",1
"In mammals , in the presence of RASSF1A and a DNA damage signal , LATS1 phosphorylation of YAP maintains a pool of YAP in the nucleus which switches binding partner from the antiapoptotic , YAP and TEAD complex to a proapoptotic YAP and p73 complex .  The interaction between YAP1 and p73 stabilises p73 by preventing its nuclear export and subsequent degradation [  -  ] .",0
"Translocation of HK2 from the cytosol to the mitochondria is regulated through phosphorylation of HK by Akt ; HK2 only binds VDAC after phosphorylation by Akt .  Glycogen synthase kinase 3 beta ( GSK3beta ) , a major target of Akt kinases , phosphorylates VDAC [   -   ] and dissociates HK .",1
"Lycopene elicits these changes by inactivating Ras via the inhibition of the mevalonate pathway and decreased expression of 3-hydroxy-3-methylglutaryl coenzyme A reductase ( HMG-CoA ) .  Lycopene treatment also reduces the farnesylation of Ras , which promotes the cytoplasmic accumulation of Ras and its consequent inactivation .",0
"mTOR interacts with the scaffold protein raptor ( regulatory associated protein of mTOR ) .  Raptor directly interacts with HIF-1alpha under conditions favouring stabilisation of HIF-1alpha , that is , hypoxia , resulting in enhanced activity , which was not due to mTOR induced stabilisation of HIF-1alpha protein .",0
"IGF-1 binds to the IGF-1R and to hybrid receptors with high affinity .  IGF-2 binds to the InsR-A , IGF-1R , and IGF-1R / InsR-A hybrid receptor .",0
"The activation of the mTOR and Raptor complex by IKKalpha was induced by Akt kinase , whereas IKKbeta repressed the tuberous sclerosis complex ( TSC ) , which is an mTOR and Raptor suppressor , thereby activating the mTOR kinase .  TNFalpha activated IKKbeta suppressed TSC1 and triggered the mTOR pathway .",0
"In contrast , knockdown of HtrA2 and Omi restored down regulated p130Cas phosphorylation induced by oncogenic Ras and diminished the cleavage of beta-actin .  The HtrA2 and Omi inhibitor Ucf-101 also diminished the cleavage of beta-actin and increased phosphorylation of p130Cas in Ras transformed cells .",0
"GST-PI3KC2beta-RBD directly bound nucleotide-free Ras , while little binding was observed between GST-Raf-RBD or GST alone .  Addition of nucleotide ( either GDP or GTPgammaS ) to the binding reaction prior to incubation at 30degreesC inhibited interaction of Ras and GST-PI3KC2beta-RBD .",0
"We demonstrate that the RBD of PI3KC2beta binds nucleotide-free Ras in vitro .  In contrast to the GEF and Ras complex , which is disrupted by addition of guanine nucleotides , the PI3KC2beta RBD and Ras complex is stable even in the presence of high concentrations of GTP or GDP .",0
"Interestingly , p300 expression rescued the phenotype of HIPK2 knockdown cells and restored K382 acetylation , S46 phosphorylation ( presumably by other kinases ) , and p53 dependent apoptotic gene expression and cell death in response to adriamycin .  This suggests that while HIPK2 can enhance p300 regulation of p53 , it is not required for its activity .",0
"Accordingly , it can be postulated that the oxidant , via targeting Ras Cys 51 , interferes with the wt Ras Cdc25 binding interaction and consequently restricts the catalytic action of Cdc25 on wt Ras .  Furthermore , given the similarity of the value of the K D  of the oxidant for the wt Ras and Cdc25 complex and that of the  app K I  of the oxidant for the ternary complex , the perturbation of the wt Ras Cdc25 binding interaction is likely the main factor that determines the oxidant mediated inhibition of the catalytic action of Cdc25 on wt Ras .",0
"When ASPP2 locates at the cell-cell junctions , it binds and co-localises with PAR3 via its N-terminus to maintain the integrity of cell polarity and adherence junction , whereas in the cytosol and nucleus , ASPP2 enhances p53 induced apoptosis in cancer cells .  It also binds ATG5 and inhibits RAS induced autophagy , independently of p53 .",0
"Upon growth factor and insulin stimulation , Akt and ERK phosphorylates and inactivates TSC2 , releasing the inhibition of Rheb and activation of mTOR complex 1 ( mTORC1 ) .  In contrast , phosphorylation and activation of TSC2 by AMPK and GSK3beta inhibits mTOR signaling .",0
"When stable ( most often as a result of phosphorylation via ATM kinase ) , p53 acts to up-regulate p21 , which then binds to the cyclinE and CDK2 complex          .  This binding prevents downstream phosphorylation , and entry into the S phase , halting the cell cycle   .",0
"IKK phosphorylates mutant Htt , enhancing its clearance     .  Furthermore , the core kinases of IKK , IKKa and IKKbeta , have opposing roles in regulating DNA damage induced proteolytic cleavage of Htt , with inhibition of IKKbeta blocking Htt proteolysis while increased levels of IKKa provide this benefit     .",0
"Neurofibromin inactivates Ras by accelerating the conversion of active Ras-GTP to inactive GDP bound Ras with its Ras-GTPase activity .  Consequently , neurofibromin suppresses activation of the downstream effectors of Ras , including PI3K , Akt , mTOR , S6 kinase and RAF , MEK , ERK as well as RAC1 and PAK1 .",1
"ERK2 is partially localized in PML-NBs and phosphorylates PML at S403 and S505 .  Similar to CDK1 and 2-induced PML phosphorylation , phosphorylation of PML by ERK2 facilitates the recruitment of Pin1 , which promotes PML proteasomal degradation .",0
"Ras activates p110gamma at the level of the membrane , by allosteric modulation and and or reorientation of the p110gamma , implying that Ras can activate p110gamma without its membrane translocation .  This view is supported by structural work that has suggested binding of Ras to p110gamma results in a change in the structure of the catalytic pocket .",0
"Sprouty also increases PTP1B content .  However , there is no evidence of direct interaction between Sprouty and PTP1B in RTK dephosphorylation .",0
